ActorName,Name,Type,Object Map Link,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height,X,Y,Height
MedakaValley,Ulria Grotto,Location,Ulria Grotto,4186.461,807.6626,-105.5,4186.461,787.93896,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MeganeRock,Spectacle Rock,Location,Spectacle Rock,-2222.0833,-2538.037,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MerkayaLowTrees,Taobab Grassland,Location,Taobab Grassland,-1227.8927,-2725.529,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinakkarePlain,South Akkala Plains,Location,South Akkala Plains,3272.705,1352.085,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MuguriPlain,Blatchery Plain,Location,Blatchery Plain,2133.1692,-1913.8054,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NagyuPlateau,Tal Tal Peak,Location,Tal Tal Peak,4147.1143,339.14575,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaierunPeninsula,Lodrum Headland,Location,Lodrum Headland,4444.7544,-641.6023,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NanaimoPlain,Rowan Plain,Location,Rowan Plain,-1218.6693,2025.6387,-105.5,-1108.8816,2267.2368,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NaruguPeninsula,Mapla Point,Location,Mapla Point,4663.0767,-2372.1997,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NikakaIsland,Isle of Rabac,Location,Isle of Rabac,1542.1678,3073.9888,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NitariBeach,Korne Beach,Location,Korne Beach,2940.91,-3656.1912,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NomyPlain,Ludfo's Bog,Location,Ludfo's Bog,-2131.8093,675.50903,-105.5,-1917.1543,397.7965,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NorthHugeStone,Great Cliffs,Location,Great Cliffs,-3321.6924,-2247.3538,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OkuAkkarePlain,Akkala Wilds,Location,Akkala Wilds,3743.5774,3348.9634,-105.5,3485.7751,3632.7236,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OoosePlain,Oseira Plains,Location,Oseira Plains,-882.0316,-3141.2383,-105.5,-779.3098,-3564.308,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OrupaPlateau,Laparoh Mesa,Location,Laparoh Mesa,-2939.7905,-1207.2308,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OtsukoWet,Torin Wetland,Location,Torin Wetland,3601.3076,1636.7739,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PakanchiIsland,Knuckel Island,Location,Knuckel Island,4653.2007,815.5294,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PaparaPlateau,Stalry Plateau,Location,Stalry Plateau,-1571.5347,-2714.9177,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PearlWaste,Palu Wasteland,Location,Palu Wasteland,-3117.933,-2981.8296,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RaberaWet,Rabella Wetlands,Location,Rabella Wetlands,2419.998,-2782.405,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RapikuruPlateau,Ja'Abu Ridge,Location,Ja'Abu Ridge,3910.343,-58.048126,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RapinyaPlateau,Ruto Precipice,Location,Ruto Precipice,3408.8374,235.48303,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RashamaPlain,North Hyrule Plain,Location,North Hyrule Plain,-1313.6733,824.82446,-105.5,-1169.2703,1132.8716,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RazezePlateau,Lanayru Heights,Location,Lanayru Heights,2798.9546,-917.7661,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RibuchaPlateau,Aldor Foothills,Location,Aldor Foothills,-735.7195,2079.7983,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rikona_Peninshra,Rikoka Hills,Location,Rikoka Hills,1605.5176,-679.87805,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RutsuPlain,Rayne Highlands,Location,Rayne Highlands,-3805.8892,481.11682,-105.5,-3892.5278,721.7849,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SaphiasPlateau,Sapphia's Table,Location,Sapphia's Table,-3169.781,-1574.2133,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SasamuroBeach,Clarnet Coast,Location,Clarnet Coast,2585.3809,-3897.38,-105.5,2211.6318,-3886.7456,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShikuriIslands,Wintre Island,Location,Wintre Island,4517.701,-987.9492,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ShimukaPlateau,Robred Dropoff,Location,Robred Dropoff,2700.2515,-1570.958,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SonoPrairie,Trilby Plain,Location,Trilby Plain,1392.1669,914.9768,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SoridaPeninsula,Tingel Island,Location,Tingel Island,4705.7393,1374.0048,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SusonoPlain,Illumeni Plateau,Location,Illumeni Plateau,-3105.9832,-14.734619,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TabantaSnow_North,North Tabantha Snowfield,Location,North Tabantha Snowfield,-1792.1804,3689.4814,-105.5,-1701.8301,3290.757,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TabantaSnow_South,South Tabantha Snowfield,Location,South Tabantha Snowfield,-1763.6138,2933.2104,-105.5,-1961.8896,2288.7075,-105.5,-1529.0984,2652.5518,-105.5,-1849.0591,2494.106,-105.5,,,,,,,,,,,,,,,,,,,,,,,,
TabantaSnow,Tabantha Tundra,Location,Tabantha Tundra,-1811.8921,2792.6084,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TakkikaPlain,Nima Plain,Location,Nima Plain,-1608.4292,-445,-105.5,-1877.3933,-711.0603,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TamulPlain,Ordorac Quarry,Location,Ordorac Quarry,3654.4792,2525.2424,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TaruhoPlateau,Firly Plateau,Location,Firly Plateau,2949.4204,-2380.3027,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeguriPlain,Grinnden Plains,Location,Grinnden Plains,-754.04065,-2916.179,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TehotaWet,Nautelle Wetlands,Location,Nautelle Wetlands,-629.771,-3839.2893,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeraPlain,Mabe Prairie,Location,Mabe Prairie,123.711914,193.85498,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TomiyoPlateau,Trotter's Downfall,Location,Trotter's Downfall,3089.4094,-830.2271,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TompoPlain,Romani Plains,Location,Romani Plains,338.48456,358.1859,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_Big,Mercay Island,Location,Mercay Island,1712.6807,131.01904,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_Center,Goponga Island,Location,Goponga Island,1554.4883,-355.05713,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_East,Kincean Island,Location,Kincean Island,2024.5897,-145.83124,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_New,Molida Island,Location,Molida Island,1843.0944,-206.69257,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_North,Shrine Island,Location,Shrine Island,1661.437,-439.16162,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_Small,Bannan Island,Location,Bannan Island,1774.1655,-383.66675,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_South,Zauz Island,Location,Zauz Island,1451.7739,-169.61243,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland_West,Wes Island,Location,Wes Island,1393.8252,-300.22723,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrakaIsland,Linebeck Island,Location,Linebeck Island,1745.886,-90.733765,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TsukaiePlateau,Stinger Cliffs,Location,Stinger Cliffs,2855.9607,-2616.398,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TuaboSnow,Vatorsa Snowfield,Location,Vatorsa Snowfield,-3473.6216,-1127.5192,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TunbriPlain,Courage Steppe,Location,Courage Steppe,2270.2727,-2942.1252,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TutukikiSnow,Pikida Stonegrove,Location,Pikida Stonegrove,-2198.2195,2901.4897,-105.5,-2285.8445,3161.549,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UbotsuPlateau,Ubota Point,Location,Ubota Point,1608.704,-3629.5479,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VPlateau,Zirco Mesa,Location,Zirco Mesa,-2616.1824,-1556.1372,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WatakaPlateau,Quatta's Shelf,Location,Quatta's Shelf,2157.723,-557.7363,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WestGerudo,West Barrens,Location,West Barrens,-4541.142,-2502.2737,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XehaPlateau,Upland Zorana,Location,Upland Zorana,3137.3079,876.86487,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YashinoBeach,Palmorae Beach,Location,Palmorae Beach,3496.5398,-3459.7527,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YuaSnow,Naydra Snowfield,Location,Naydra Snowfield,3508.3857,-1418.4702,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZamaPlain,Seres Scablands,Location,Seres Scablands,-2323.8994,449.8285,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZaridoPlateau,Eldin's Flank,Location,Eldin's Flank,2292.7239,3678.5469,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZitoGreens,Passeri Greenbelt,Location,Passeri Greenbelt,-596.4114,-204.79382,-105.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BraveFountain,Wellspring of Courage,Location,Wellspring of Courage,903.53613,-2488.2598,-358.48978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_PowerFountain,Wellspring of Power,Location,Wellspring of Power,3733.143,2562.8035,-351.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_StartPoint,Secret Spring of Revival,Location,Secret Spring of Revival,-1098.5548,-1898.0345,-744.8072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_WiseFountain,Wellspring of Wisdom,Location,Wellspring of Wisdom,3836.8357,-1272.762,-519.515,3859.9116,-1283.1376,-816.6708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AagetoMt,Agaat Canyon Mine,Location,Agaat Canyon Mine,-4785.7134,-728.295,-1214.8073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AkkareZhai,Ancient Underground Fortress,Location,Ancient Underground Fortress,3310.2847,1523.05,-478.24426,3306.675,1565.5931,-509.9297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AncientColosseum,Floating Coliseum,Location,Floating Coliseum,-1151.502,-1204.95,-376.68765,-1151.8556,-1239.0526,-381.02063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BlindForest,Gleeok Den,Location,Gleeok Den,330.9718,3111.2417,-458.11475,328.125,3079.5579,-462.3595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Cohorint,Lone Island Coliseum,Location,Lone Island Coliseum,4563.0615,-3603.5818,-348.80322,4562.702,-3565.6814,-354.22385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_CresiaPeninsula,Cresia Pit Mine,Location,Cresia Pit Mine,3728.7488,-3734.8457,-606.78677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_DasukidaMt,Dunsel Canyon Mine,Location,Dunsel Canyon Mine,3152.5273,-3276.3486,-709.2607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_DesertGrave,Gerudo Underground Cemetery,Location,Gerudo Underground Cemetery,-4098.507,-3737.1597,-529.55365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_FenaMt,Nabooru Canyon Mine,Location,Nabooru Canyon Mine,-1801.62,-2088.6938,-602.75037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_ForestColosseum,Forest Coliseum,Location,Forest Coliseum,-114.67874,2433.0027,-633.3065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GashamahiMt,Crenel Canyon Mine,Location,Crenel Canyon Mine,1154.0752,381.12607,-522.67737,1165.1945,414.82364,-533.49353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GerudoSummit,Gerudo Canyon Mine,Location,Gerudo Canyon Mine,-4175.1567,-738.78564,-1063.4181,-4174.1826,-710.39246,-1069.0939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GibururuMt,Ruto Canyon Mine,Location,Ruto Canyon Mine,3294.2876,-31.532593,-840.6995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GimpoMt,Floria Canyon Mine,Location,Floria Canyon Mine,1936.3674,-2779.3003,-854.1091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GobyLake,Ancient Observation Deck,Location,Ancient Observation Deck,2589.2595,-3504.1262,-629.78235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GobyMt,Tuft Canyon Mine,Location,Tuft Canyon Mine,2557.084,-3611.381,-515.755,2557.2832,-3637.8545,-515.68396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HatenoGate,Secluded Coliseum,Location,Secluded Coliseum,2242.2722,-1877.8699,-345.4028,2242.474,-1838.0494,-356.22836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HawkMt,Cuho Canyon Mine,Location,Cuho Canyon Mine,-3810.8833,1407.2789,-577.4934,-3790.792,1364.3389,-611.52563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HeburaPeak,Hebra Canyon Mine,Location,Hebra Canyon Mine,-2766.5667,2897.8662,-875.0468,-2740.86,2861.4324,-967.43665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HimeidaMt,Meda Canyon Mine,Location,Meda Canyon Mine,2511.9854,-2483.174,-502.7268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HyliaMt,Hylia Canyon Mine,Location,Hylia Canyon Mine,-1293.4381,-2193.8374,-604.66565,-1290.349,-2229.2004,-611.00027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_JijigegeMt,Rozudo Canyon Mine,Location,Rozudo Canyon Mine,2367.6387,-2200.7256,-597.21686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KapporeMt,Faloraa Canyon Mine,Location,Faloraa Canyon Mine,-970.56116,-2601.312,-682.77234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KasuraMt,Corvash Canyon Mine,Location,Corvash Canyon Mine,-3322.1846,2359.2644,-775.79517,-3336.834,2329.3296,-781.4513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KazuryuLake,Dracozu Altar,Location,Dracozu Altar,905.98486,-2556.2576,-467.30402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KikinosaMt,Lindor Canyon Mine,Location,Lindor Canyon Mine,-2006.3743,1326.7168,-711.01086,-2010.6904,1372.7405,-705.1418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KimarikaMt,Canyon of Awakening Mine,Location,Canyon of Awakening Mine,2934.7896,-1403.8622,-839.3805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KinshoiMt,Daphnes Canyon Mine,Location,Daphnes Canyon Mine,-1065.3785,-573.93225,-481.89215,-1063.8962,-599.7541,-491.3512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KutiffMt,Rhoam Canyon Mine,Location,Rhoam Canyon Mine,-2687.1948,785.143,-783.2058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LiveMountain,Lanayru Canyon Mine,Location,Lanayru Canyon Mine,4003.338,-1379.1693,-743.1533,3964.3599,-1360.3782,-535.5982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LizardLake,Scorching Coliseum,Location,Scorching Coliseum,2142.926,3173.7725,-714.5412,2143.0564,3146.45,-734.1443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LomeiIsland,Lomei Depths Labyrinth,Location,Lomei Depths Labyrinth,4661.5664,3564.735,-400.96985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LomeiNorth,North Lomei Depths Labyrinth,Location,North Lomei Depths Labyrinth,-814.7457,3433.9722,-682.75214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_LomeiSouth,South Lomei Depths Labyrinth,Location,South Lomei Depths Labyrinth,-1794.9999,-3579.201,-538.77902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MacusePeninsula,Rist Mine,Location,Rist Mine,4579.9395,2143.2786,-286.79901,4589.8853,2077.7085,-286.79901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MemeMt,Ploymus Canyon Mine,Location,Ploymus Canyon Mine,3780.8564,504.0714,-1036.2666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MizemakuMt,Walnot Canyon Mine,Location,Walnot Canyon Mine,4222.83,-1911.8334,-803.8811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MoriMt,Ulri Canyon Mine,Location,Ulri Canyon Mine,3682.9514,2043.7223,-659.9607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MorudaMt,Daval Canyon Mine,Location,Daval Canyon Mine,-1390.6173,-3603.8623,-917.4657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MorugaMt,Granajh Canyon Mine,Location,Granajh Canyon Mine,-1380.501,-3363.4607,-952.27264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_PongagaMt,Ebon Canyon Mine,Location,Ebon Canyon Mine,3328.7153,-2513.8555,-777.1073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_RirimukuMt,Drena Canyon Mine,Location,Drena Canyon Mine,-561.29395,2583.9307,-843.6673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_RokomakuMt,Madorna Canyon Mine,Location,Madorna Canyon Mine,3888.8225,-1668.4602,-865.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_SaiMt,Gustaf Canyon Mine,Location,Gustaf Canyon Mine,-962.3762,210.05063,-593.47125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_SouthGerudoLegacy,Desert Coliseum,Location,Desert Coliseum,-4314.001,-3802.0674,-361.65167,-4313.4224,-3849.5664,-363.03314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_TerumeMt,Taran Canyon Mine,Location,Taran Canyon Mine,2500.4915,-2672.8723,-733.0709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_TwinsMountain,Dueling Canyons Mine,Location,Dueling Canyons Mine,1294.5271,-1850.0632,-685.6859,1291.7009,-1824.4067,-762.74817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZonauCentralShrine,Construct Factory,Location,Construct Factory,868.6846,-2174.232,-570.69604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZonauSatelliteShrine_LeftArm,Left-Arm Depot,Location,Left-Arm Depot,706.11255,-2431.6738,-524.0629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZonauSatelliteShrine_LeftLeg,Left-Leg Depot,Location,Left-Leg Depot,1016.37054,-2292.6355,-533.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZonauSatelliteShrine_RightArm,Right-Arm Depot,Location,Right-Arm Depot,569.0836,-2111.5532,-508.90247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZonauSatelliteShrine_RightLeg,Right-Leg Depot,Location,Right-Leg Depot,1143.6384,-2116.5522,-440.08038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_FlamingoSpa,Goflam's Lavafalls,Location,Goflam's Lavafalls,-3398.8882,3612,-810.1223,-3399.8542,3575,-811.5044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HimeidaSpa,Meda Lavafalls,Location,Meda Lavafalls,2253,-2366,-555.5,2234,-2340,-556.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KingfisherSpa,Sherfin's Lavafalls,Location,Sherfin's Lavafalls,-4342.7637,3465.2197,-920.61957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KumSpa,Sturnida Lavafalls,Location,Sturnida Lavafalls,-4083.8726,2714.6814,-563.12054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BarakkPlain,Dalite Grove,Location,Dalite Grove,-2119.9312,-1088.7832,-444.63434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BiginaTrees,Ginner Grove,Location,Ginner Grove,3219.906,-2056.6765,-594.69806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BuibuiTrees,Bubinga Grove,Location,Bubinga Grove,2019.7175,-2102.2988,-601.3176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_ExpaTrees,Retsam Grove,Location,Retsam Grove,3832.0847,-2027.6825,-458.22247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_FairyForest,Grove of Spirits,Location,Grove of Spirits,-945.2036,-1680.3839,-669.70056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GibogaHill,Rok Grove,Location,Rok Grove,3358.719,3079.2803,-604.69855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KiyanbaTrees,Minshi Grove,Location,Minshi Grove,1042.214,1544.4504,-632.6543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KorokForest,Korok Grove,Location,Korok Grove,405.6769,2100,-560.18524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_MiddleTrees,Midla Grove,Location,Midla Grove,3114.3066,-2187.1416,-572.78464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_NezuppoTrees,Pappetto Grove,Location,Pappetto Grove,-343.4563,-3539.607,-574.64627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_OngiForest,Applean Grove,Location,Applean Grove,553.4682,259.8237,-610.32877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_RiaroTrees,Hickaly Grove,Location,Hickaly Grove,1943.2024,-2391.839,-595.07153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_ShinikkyoForest,Giant's Grove,Location,Giant's Grove,-1165.3845,-151.71701,-601.86102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_TagonaTrees,Tabahl Grove,Location,Tabahl Grove,2618.5151,171.5556,-631.1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_ZifForest,Grove of Time,Location,Grove of Time,-383.36493,-1544.1213,-515.70392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_AncientTimeShrine,Plains Bargainer Statue,Location,Plains Bargainer Statue,455.98837,-830.9155,-456.61115,457.06128,-807.1681,-444.20328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_BluePrintShrine,Great Abandoned Central Mine,Location,Great Abandoned Central Mine,-730.7637,-1861.1469,-404.58865,-856.54443,-1715,-435.26785,-734.5423,-1701.1278,-426.153,-732.69824,-1829.0629,-459.01144,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_DokuroPond,Akkala House of Bones,Location,Akkala House of Bones,3253.873,3493.0627,-319.77295,3253.963,3458.825,-319.77295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Gerudo,Abandoned Gerudo Mine,Location,Abandoned Gerudo Mine,-3815.9082,-2889.5166,-382.5645,-3807.3325,-2786.23,-389.02515,-3834.433,-2719.5264,-492.02332,-3806.952,-2885.2441,-382.02063,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_GerudoFossil,Gerudo Dark Skeleton,Location,Gerudo Dark Skeleton,-4619.013,-3684.9473,-529.9135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Goron,Abandoned Eldin Mine,Location,Abandoned Eldin Mine,1649.1343,2363.8667,-749.17694,1642.1858,2295.2893,-740.1726,1637.4623,2345.8723,-742.95624,1684.5889,2052.2373,-751.57007,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Hateno,Abandoned Hateno Mine,Location,Abandoned Hateno Mine,3548.3176,-2228.4568,-485.1405,3548.6086,-2237.1902,-477.22385,3581.1826,-2387.5012,-496.47845,3555.0254,-2509.5125,-457.1941,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_HeburaFossil,Hebra Dark Skeleton,Location,Hebra Dark Skeleton,-3850.5298,3635.7146,-940.9458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_Kakariko,Abandoned Kakariko Mine,Location,Abandoned Kakariko Mine,1818.7472,-1299.0657,-566.42764,1823.9197,-1197.8562,-522.10977,1828.0233,-1229.9459,-522.33322,1816.765,-1406.1343,-561.0078,,,,,,,,,,,,,,,,,,,,,,,,
MinusField_KingValley,Cliff Bargainer Statue,Location,Cliff Bargainer Statue,-1034.0446,2679.1396,-237.87889,-1026.3228,2660.6597,-372.37436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
